SourceTable,PointID,MeasuringAgency,DataSource
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WaterLevels,NM-00367,USGS,A
WellData,NM-00367,,USGS
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
WaterLevels,NM-00643,USGS,A
